,START_DATE,END_DATE,CATEGORY,START,STOP,MILES,PURPOSE
233,3/17/2016 15:16,3/17/2016 15:58,Business,Katy,Houston,30.2,Meeting
234,3/17/2016 17:20,3/17/2016 18:02,Business,Midtown,Alief,15.5,Meal/Entertain
235,3/17/2016 18:47,3/17/2016 19:09,Personal,Houston,Houston,4.9,Miscellaneous
236,3/17/2016 20:57,3/17/2016 21:28,Personal,Houston,Houston,12.6,Miscellaneous
237,3/17/2016 21:48,3/17/2016 22:04,Personal,Sharpstown,Midtown,10.4,Miscellaneous
238,3/18/2016 7:15,3/18/2016 7:21,Business,Midtown,Midtown,1.1,Meal/Entertain
239,3/18/2016 8:35,3/18/2016 8:43,Business,Midtown,Midtown,1.1,Meal/Entertain
240,3/18/2016 18:24,3/18/2016 19:08,Business,Midtown,Sharpstown,13.2,Meeting
241,3/18/2016 19:23,3/18/2016 19:29,Business,Sharpstown,Sharpstown,1,Errand/Supplies
242,3/18/2016 21:01,3/18/2016 21:15,Business,Sharpstown,Midtown,9.2,Customer Visit
243,3/19/2016 9:10,3/19/2016 9:25,Business,Midtown,Sharpstown,9.4,Meal/Entertain
244,3/19/2016 12:50,3/19/2016 13:13,Business,Houston,Sugar Land,12,Customer Visit
245,3/19/2016 14:01,3/19/2016 14:57,Business,Sugar Land,Houston,35.1,Customer Visit
246,3/19/2016 15:34,3/19/2016 16:38,Business,Houston,Galveston,36.5,Meal/Entertain
247,3/19/2016 17:17,3/19/2016 17:32,Business,Galveston,Port Bolivar,3.1,Meal/Entertain
248,3/19/2016 17:37,3/19/2016 17:47,Business,Port Bolivar,Port Bolivar,2.1,Errand/Supplies
249,3/19/2016 17:52,3/19/2016 18:00,Business,Port Bolivar,Port Bolivar,1.2,Miscellaneous
250,3/19/2016 18:53,3/19/2016 19:29,Business,Port Bolivar,Galveston,7.5,Meeting
251,3/19/2016 19:33,3/19/2016 20:39,Business,Galveston,Houston,57,Customer Visit
252,3/20/2016 7:37,3/20/2016 7:48,Business,Midtown,Washington Avenue,5.9,Meeting
253,3/20/2016 11:42,3/20/2016 11:56,Business,Washington Avenue,Midtown,6.2,Meeting
254,3/20/2016 17:08,3/20/2016 17:34,Business,Midtown,Sharpstown,10.4,Miscellaneous
255,3/20/2016 18:34,3/20/2016 18:40,Personal,Sharpstown,Briar Meadow,1.2,Miscellaneous
256,3/20/2016 18:45,3/20/2016 19:06,Business,Briar Meadow,Midtown,9.6,Customer Visit
257,3/21/2016 10:21,3/21/2016 10:26,Personal,Midtown,Downtown,1,Miscellaneous
258,3/21/2016 16:05,3/21/2016 16:13,Business,Downtown,Midtown,0.9,Meal/Entertain
259,3/21/2016 18:59,3/21/2016 19:15,Business,Midtown,Sharpstown,8.8,Miscellaneous
260,3/21/2016 20:18,3/21/2016 20:55,Business,Sharpstown,Midtown,25.6,Meal/Entertain
261,3/22/2016 6:17,3/22/2016 6:43,Business,Midtown,Greater Greenspoint,23,Meal/Entertain
262,3/22/2016 12:06,3/22/2016 12:24,Personal,Morrisville,Cary,8.1,Miscellaneous
263,3/22/2016 19:12,3/22/2016 19:25,Personal,Whitebridge,Whitebridge,1.4,Miscellaneous
264,3/23/2016 14:37,3/23/2016 14:42,Personal,Whitebridge,Preston,1.7,Miscellaneous
265,3/23/2016 14:53,3/23/2016 14:59,Personal,Preston,Whitebridge,1.6,Miscellaneous
266,3/24/2016 19:47,3/24/2016 19:54,Personal,Whitebridge,Westpark Place,2,Miscellaneous
267,3/24/2016 20:34,3/24/2016 20:40,Business,Westpark Place,Whitebridge,2.2,Miscellaneous
268,3/25/2016 13:24,3/25/2016 16:22,Business,Cary,Latta,144,Customer Visit
269,3/25/2016 16:52,3/25/2016 22:22,Business,Latta,Jacksonville,310.3,Customer Visit
270,3/25/2016 22:54,3/26/2016 1:39,Business,Jacksonville,Kissimmee,201,Meeting
271,3/26/2016 14:05,3/26/2016 14:29,Personal,Couples Glen,Isles of Buena Vista,6.7,Miscellaneous
272,3/26/2016 15:19,3/26/2016 15:49,Personal,Kissimmee,Orlando,8.8,Miscellaneous
273,3/26/2016 16:26,3/26/2016 16:30,Personal,Lake Reams,Lake Reams,1.2,Miscellaneous
274,3/27/2016 0:31,3/27/2016 0:40,Business,Lake Reams,Lake Reams,2.1,Errand/Supplies
275,3/27/2016 1:11,3/27/2016 1:23,Business,Orlando,Kissimmee,6.6,Meal/Entertain
276,3/27/2016 15:31,3/27/2016 15:56,Business,Kissimmee,Orlando,6.1,Customer Visit
277,3/27/2016 21:26,3/27/2016 21:41,Personal,Orlando,Orlando,6.9,Miscellaneous
278,3/27/2016 23:04,3/27/2016 23:18,Personal,Orlando,Kissimmee,7.3,Miscellaneous
279,3/28/2016 12:29,3/28/2016 12:42,Personal,Kissimmee,Orlando,3.6,Miscellaneous
280,3/28/2016 19:30,3/28/2016 20:23,Personal,Couples Glen,Vista East,27.2,Miscellaneous
281,3/28/2016 22:55,3/28/2016 23:26,Personal,Orlando,Kissimmee,25.7,Miscellaneous
282,3/29/2016 15:27,3/29/2016 16:11,Personal,Kissimmee,Orlando,13.6,Miscellaneous
283,3/29/2016 18:20,3/29/2016 18:39,Personal,Sand Lake Commons,Sky Lake,6.2,Miscellaneous
284,3/29/2016 20:29,3/29/2016 20:44,Personal,Sky Lake,Sand Lake Commons,6,Miscellaneous
285,3/29/2016 23:04,3/29/2016 23:21,Personal,Orlando,Kissimmee,13.8,Miscellaneous
286,3/30/2016 22:05,3/30/2016 22:55,Business,Orlando,Kissimmee,28.8,Meal/Entertain
287,3/31/2016 12:47,3/31/2016 13:22,Business,Kissimmee,Orlando,16.1,Temporary Site
288,3/31/2016 14:37,3/31/2016 15:09,Business,Orlando,Kissimmee,16.4,Meal/Entertain
289,4/1/2016 13:43,4/1/2016 14:01,Business,Kissimmee,Kissimmee,11,Meeting
290,4/1/2016 14:36,4/1/2016 15:24,Business,Kissimmee,Orlando,15.5,Customer Visit
291,4/1/2016 16:01,4/1/2016 16:49,Business,Orlando,Kissimmee,20.3,Meeting
292,4/1/2016 16:52,4/1/2016 16:57,Personal,Kissimmee,Kissimmee,0.7,Miscellaneous
293,4/2/2016 8:48,4/2/2016 9:04,Personal,Kissimmee,Kissimmee,5.5,Miscellaneous
294,4/2/2016 11:01,4/2/2016 11:16,Personal,Kissimmee,Kissimmee,5.1,Miscellaneous
295,4/2/2016 12:21,4/2/2016 14:47,Business,Kissimmee,Daytona Beach,77.3,Customer Visit
296,4/2/2016 16:57,4/2/2016 18:09,Business,Daytona Beach,Jacksonville,80.5,Customer Visit
297,4/2/2016 19:38,4/2/2016 22:36,Business,Jacksonville,Ridgeland,174.2,Customer Visit
298,4/2/2016 23:11,4/3/2016 1:34,Business,Ridgeland,Florence,144,Meeting
299,4/3/2016 2:00,4/3/2016 4:16,Business,Florence,Cary,159.3,Meeting
300,4/5/2016 21:39,4/5/2016 21:55,Business,Whitebridge,Wayne Ridge,7.9,Meal/Entertain
301,4/6/2016 0:19,4/6/2016 0:39,Business,Wayne Ridge,Whitebridge,8,Meal/Entertain
302,4/7/2016 18:20,4/7/2016 18:39,Business,Cary,Morrisville,6.1,Meal/Entertain
303,4/7/2016 19:45,4/7/2016 20:00,Business,Morrisville,Cary,6.1,Errand/Supplies
304,4/8/2016 12:30,4/8/2016 12:48,Business,Cary,Durham,10.5,Meeting
305,4/8/2016 13:34,4/8/2016 13:51,Business,Durham,Cary,8.7,Meal/Entertain
306,4/8/2016 13:55,4/8/2016 14:03,Business,Westpark Place,Whitebridge,1.8,Errand/Supplies
307,4/8/2016 14:43,4/8/2016 15:20,Business,Cary,Raleigh,19.1,Meeting
308,4/8/2016 16:05,4/8/2016 16:47,Business,Raleigh,Cary,18.6,Meeting
309,4/12/2016 9:15,4/12/2016 9:26,Business,Whitebridge,Edgehill Farms,2.8,Errand/Supplies
310,4/12/2016 9:34,4/12/2016 9:53,Business,Cary,Raleigh,8.9,Meeting
311,4/12/2016 10:58,4/12/2016 11:18,Business,Meredith,Cedar Hill,7.5,Customer Visit
312,4/12/2016 12:22,4/12/2016 12:44,Business,Raleigh,Morrisville,15.9,Meeting
313,4/12/2016 13:42,4/12/2016 14:01,Business,Morrisville,Cary,6.5,Meal/Entertain
314,4/14/2016 7:29,4/14/2016 8:09,Business,Cary,Holly Springs,15.3,Temporary Site
315,4/14/2016 16:00,4/14/2016 16:43,Business,Holly Springs,Cary,13.7,Temporary Site
316,4/15/2016 11:36,4/15/2016 12:07,Business,Cary,Raleigh,11.9,Temporary Site
317,4/15/2016 12:29,4/15/2016 12:32,Business,Meredith Townes,Harden Place,1.4,Errand/Supplies
318,4/15/2016 14:31,4/15/2016 15:01,Business,Raleigh,Cary,15.2,Meeting
319,4/16/2016 12:59,4/16/2016 13:17,Business,Cary,Morrisville,6,Errand/Supplies
320,4/16/2016 15:10,4/16/2016 15:26,Business,Morrisville,Cary,6.1,Meal/Entertain
321,4/19/2016 17:44,4/19/2016 18:08,Business,Whitebridge,Wayne Ridge,8.2,Meal/Entertain
322,4/19/2016 19:57,4/19/2016 20:19,Business,Wayne Ridge,Whitebridge,8,Meal/Entertain
323,4/22/2016 8:25,4/22/2016 9:04,Business,Cary,Raleigh,13.6,Meeting
324,4/22/2016 10:10,4/22/2016 10:40,Business,Raleigh,Cary,22.5,Meeting
325,4/22/2016 12:08,4/22/2016 12:28,Business,Cary,Durham,10.4,Meeting
326,4/22/2016 13:02,4/22/2016 13:26,Business,Durham,Cary,10,Meeting
327,4/23/2016 17:03,4/23/2016 17:16,Business,Whitebridge,Tanglewood,6,Meal/Entertain
328,4/23/2016 18:49,4/23/2016 19:05,Business,Tanglewood,Whitebridge,6.5,Meal/Entertain
329,4/24/2016 19:07,4/24/2016 19:16,Business,Cary,Morrisville,3.1,Errand/Supplies
330,4/24/2016 19:46,4/24/2016 19:52,Business,Chessington,Chessington,1.9,Errand/Supplies
331,4/24/2016 21:41,4/24/2016 21:50,Business,Morrisville,Cary,4.2,Between Offices
332,4/27/2016 13:30,4/27/2016 13:40,Business,Whitebridge,Burtrose,4.9,Between Offices
333,4/27/2016 14:13,4/27/2016 14:25,Business,Burtrose,Whitebridge,4.8,Between Offices
334,4/28/2016 12:09,4/28/2016 12:34,Business,Cary,Raleigh,12.4,Customer Visit
335,4/28/2016 13:30,4/28/2016 13:49,Business,Raleigh,Cary,32.8,Customer Visit
336,4/28/2016 22:10,4/28/2016 22:28,Business,Morrisville,Cary,5.5,Customer Visit
337,4/29/2016 11:44,4/29/2016 12:01,Business,Cary,Durham,9.9,Meeting
338,4/29/2016 13:13,4/29/2016 13:34,Business,Durham,Cary,10,Meeting
339,4/29/2016 18:46,4/29/2016 19:18,Business,Cary,Durham,14.2,Customer Visit
340,4/29/2016 22:44,4/29/2016 23:19,Business,Durham,Cary,18.2,Meeting
341,4/30/2016 18:42,4/30/2016 18:57,Business,Whitebridge,Waverly Place,7.7,Meal/Entertain
342,4/30/2016 22:16,4/30/2016 22:34,Business,Waverly Place,Whitebridge,6.8,Miscellaneous
343,5/1/2016 13:45,5/1/2016 13:53,Business,Whitebridge,Westpark Place,2.1,Meal/Entertain
344,5/1/2016 14:26,5/1/2016 14:31,Business,Westpark Place,Whitebridge,2.3,Miscellaneous
345,5/1/2016 17:33,5/1/2016 17:45,Business,Whitebridge,Tanglewood,6.2,Between Offices
346,5/1/2016 17:54,5/1/2016 18:10,Business,Tanglewood,Parkway,7.5,Meeting
347,5/1/2016 22:38,5/1/2016 22:49,Business,Parkway,Whitebridge,3.1,Errand/Supplies
348,5/2/2016 14:14,5/2/2016 14:21,Business,Whitebridge,Westpark Place,2.2,Errand/Supplies
349,5/2/2016 15:37,5/2/2016 15:48,Business,Westpark Place,Whitebridge,3.9,Meal/Entertain
350,5/3/2016 22:20,5/3/2016 22:28,Business,Morrisville,Cary,2.5,Meal/Entertain
351,5/4/2016 15:16,5/4/2016 15:37,Business,Cary,Morrisville,8.7,Meal/Entertain
352,5/4/2016 20:55,5/4/2016 21:14,Business,Mcvan,Capitol One,14.5,Errand/Supplies
353,5/4/2016 21:30,5/4/2016 21:36,Business,Capitol One,University District,4.5,Meal/Entertain
354,5/4/2016 22:19,5/4/2016 22:27,Business,University District,Capitol One,5,Meal/Entertain
355,5/5/2016 21:24,5/5/2016 21:36,Business,Seattle,Redmond,14.2,Meal/Entertain
356,5/5/2016 22:34,5/5/2016 22:40,Business,Redmond,Bellevue,2.9,Errand/Supplies
357,5/5/2016 23:55,5/6/2016 0:08,Business,Bellevue,Seattle,12.9,Meeting
358,5/6/2016 5:47,5/6/2016 6:02,Business,Capitol One,Mcvan,14.4,Meeting
359,5/6/2016 16:45,5/6/2016 16:59,Business,Chapel Hill,Morrisville,17,Meeting
360,5/6/2016 17:18,5/6/2016 17:44,Business,Morrisville,Cary,7.9,Customer Visit
361,5/9/2016 6:08,5/9/2016 6:25,Business,Cary,Morrisville,8.4,Customer Visit
362,5/9/2016 14:39,5/9/2016 15:06,Business,San Francisco,Palo Alto,20.5,Between Offices
363,5/9/2016 17:58,5/9/2016 18:26,Business,Palo Alto,Sunnyvale,9.8,Customer Visit
364,5/9/2016 19:35,5/9/2016 19:59,Business,Sunnyvale,Newark,17.6,Customer Visit
365,5/10/2016 9:03,5/10/2016 9:20,Business,Newark,Menlo Park,9.3,Customer Visit
366,5/10/2016 17:19,5/10/2016 17:31,Business,Menlo Park,Newark,7.9,Customer Visit
367,5/11/2016 8:35,5/11/2016 9:12,Business,Newark,San Francisco,25.6,Meeting
368,5/11/2016 21:47,5/11/2016 22:04,Business,Morrisville,Cary,8.1,Meeting
369,5/14/2016 18:35,5/14/2016 18:39,Business,Cary,Morrisville,3.1,Meal/Entertain
370,5/14/2016 23:01,5/14/2016 23:05,Business,Morrisville,Cary,3.1,Meal/Entertain
371,5/17/2016 13:15,5/17/2016 13:23,Business,Whitebridge,Preston,2.8,Errand/Supplies
372,5/17/2016 13:56,5/17/2016 14:08,Business,Preston,Westpark Place,2.7,Errand/Supplies
373,5/17/2016 14:34,5/17/2016 14:40,Business,Westpark Place,Whitebridge,1.9,Errand/Supplies
374,5/18/2016 9:11,5/18/2016 9:41,Business,Cary,Morrisville,8.4,Customer Visit
375,5/18/2016 13:00,5/18/2016 13:02,Business,Morrisville,Raleigh,7.6,Customer Visit
376,5/19/2016 14:37,5/19/2016 15:01,Business,Old City,Parkway Museums,2.9,Meal/Entertain
377,5/20/2016 10:56,5/20/2016 11:07,Business,Old City,Hog Island,11.2,Meeting
378,5/20/2016 15:43,5/20/2016 16:12,Business,Morrisville,Cary,8.2,Meal/Entertain
379,5/22/2016 15:39,5/22/2016 15:46,Business,Cary,Morrisville,3,Meal/Entertain
380,5/22/2016 18:46,5/22/2016 18:53,Business,Morrisville,Cary,2.5,Meal/Entertain
381,5/23/2016 20:19,5/23/2016 20:27,Business,Whitebridge,Savon Height,3.6,Meal/Entertain
382,5/23/2016 21:09,5/23/2016 21:21,Business,Savon Height,Whitebridge,3.6,Errand/Supplies
383,5/27/2016 20:26,5/27/2016 20:30,Business,Whitebridge,Kildaire Farms,4.5,Errand/Supplies
384,5/27/2016 20:47,5/27/2016 20:53,Business,Savon Height,Kilarney Woods,1.2,Miscellaneous
385,5/27/2016 22:11,5/27/2016 22:14,Business,Kilarney Woods,Kildaire Farms,1.7,Errand/Supplies
386,5/28/2016 0:15,5/28/2016 0:21,Business,Kilarney Woods,Whitebridge,4.7,Errand/Supplies
387,5/28/2016 12:52,5/28/2016 13:06,Business,Cary,Morrisville,6.1,Meal/Entertain
388,5/28/2016 14:35,5/28/2016 15:04,Business,Morrisville,Cary,11.3,Customer Visit
389,5/31/2016 13:54,5/31/2016 14:41,Business,Cary,Raleigh,14.9,Meeting
390,5/31/2016 16:02,5/31/2016 16:39,Business,Raleigh,Cary,14,Meeting
391,5/31/2016 17:50,5/31/2016 17:59,Business,Westpark Place,Whitebridge,1.8,Miscellaneous
392,6/1/2016 10:19,6/1/2016 10:47,Business,Cary,Morrisville,6.7,Customer Visit
393,6/1/2016 13:10,6/1/2016 13:39,Business,Morrisville,Cary,9.6,Meeting
394,6/3/2016 11:29,6/3/2016 11:49,Business,Cary,Durham,10.4,Meeting
395,6/3/2016 13:08,6/3/2016 13:38,Business,Durham,Cary,9.9,Meeting
396,6/3/2016 15:31,6/3/2016 15:54,Business,Cary,Morrisville,6,Meal/Entertain
397,6/3/2016 18:14,6/3/2016 18:29,Business,Townes at Everett Crossing,Chessington,3.3,Errand/Supplies
398,6/3/2016 18:41,6/3/2016 18:53,Business,Morrisville,Cary,3.1,Errand/Supplies
399,6/3/2016 19:36,6/3/2016 19:42,Business,Huntington Woods,Weston,1.7,Errand/Supplies
400,6/3/2016 22:47,6/3/2016 23:06,Business,Morrisville,Cary,4,Between Offices
401,6/5/2016 14:03,6/5/2016 14:33,Business,Whitebridge,Savon Height,7.8,Customer Visit
402,6/5/2016 15:06,6/5/2016 15:22,Business,Cary,Morrisville,7.8,Customer Visit
403,6/5/2016 15:57,6/5/2016 16:08,Business,Weston,Weston,3.8,Meal/Entertain
404,6/5/2016 18:05,6/5/2016 18:14,Business,Morrisville,Cary,2.5,Meal/Entertain
405,6/5/2016 21:53,6/5/2016 22:05,Business,Cary,Durham,9.9,Meeting
406,6/5/2016 23:52,6/6/2016 0:08,Business,Durham,Cary,9.9,Meeting
407,6/6/2016 15:36,6/6/2016 15:45,Business,Whitebridge,Hazelwood,3,Errand/Supplies
408,6/6/2016 16:16,6/6/2016 16:24,Business,Hazelwood,Whitebridge,2.4,Errand/Supplies
409,6/6/2016 20:06,6/6/2016 20:20,Business,Cary,Apex,5.7,Meal/Entertain
410,6/6/2016 21:08,6/6/2016 21:37,Business,Apex,Cary,7.2,Meal/Entertain
411,6/6/2016 21:41,6/6/2016 22:00,Business,Cary,Durham,10.4,Meeting
412,6/6/2016 23:34,6/6/2016 23:48,Business,Durham,Cary,9.9,Meeting
413,6/7/2016 21:42,6/7/2016 22:00,Business,Cary,Durham,10.4,Meeting
414,6/7/2016 23:41,6/8/2016 0:04,Business,Durham,Cary,9.9,Meeting
415,6/8/2016 8:23,6/8/2016 8:53,Business,Cary,Morrisville,8.7,Meal/Entertain
416,6/8/2016 12:04,6/8/2016 13:01,Business,Jamaica,New York,22.3,Errand/Supplies
417,6/8/2016 13:12,6/8/2016 13:29,Business,Seaport,Gramercy-Flatiron,3.3,Meal/Entertain
418,6/8/2016 14:31,6/8/2016 14:37,Business,Medical Centre,Tudor City,0.7,Errand/Supplies
419,6/8/2016 16:55,6/8/2016 17:11,Business,Rose Hill,Soho,2.5,Meal/Entertain
420,6/8/2016 17:16,6/8/2016 17:18,Business,Soho,Tribeca,0.5,Errand/Supplies
421,6/8/2016 17:59,6/8/2016 18:05,Business,Tribeca,Financial District,0.9,Errand/Supplies
422,6/8/2016 20:11,6/8/2016 20:25,Business,Financial District,Kips Bay,4.8,Errand/Supplies
423,6/10/2016 15:19,6/10/2016 16:28,Business,New York,Jamaica,16.3,Meeting
424,6/10/2016 21:47,6/10/2016 22:04,Business,Cary,Durham,10.4,Meeting
425,6/10/2016 23:53,6/11/2016 0:01,Business,Durham,Cary,9.9,Meeting
426,6/11/2016 17:08,6/11/2016 17:16,Business,Cary,Morrisville,3.7,Errand/Supplies
427,6/11/2016 17:34,6/11/2016 17:39,Business,Morrisville,Cary,4.6,Meal/Entertain
428,6/11/2016 17:50,6/11/2016 17:56,Business,Westpark Place,Whitebridge,1.7,Miscellaneous
429,6/11/2016 21:45,6/11/2016 22:04,Business,Cary,Durham,10.4,Meeting
430,6/11/2016 23:39,6/12/2016 0:05,Business,Durham,Cary,9.9,Meeting
431,6/12/2016 19:53,6/12/2016 19:56,Business,Cary,Morrisville,2.5,Meal/Entertain
432,6/12/2016 20:05,6/12/2016 20:16,Business,Morrisville,Cary,4.3,Errand/Supplies
433,6/12/2016 21:58,6/12/2016 22:19,Business,Parkway,Whitebridge,2.8,Errand/Supplies
434,6/13/2016 5:23,6/13/2016 5:42,Business,Cary,Morrisville,8.4,Meal/Entertain
435,6/13/2016 14:17,6/13/2016 14:46,Business,Oakland,Emeryville,13.2,Meeting
436,6/13/2016 18:08,6/13/2016 18:47,Business,Emeryville,Berkeley,3.9,Meal/Entertain
437,6/13/2016 18:54,6/13/2016 19:23,Business,Berkeley,Oakland,5.1,Meal/Entertain
438,6/13/2016 20:00,6/13/2016 20:05,Business,Oakland,Unknown Location,5.2,Customer Visit
439,6/14/2016 12:03,6/14/2016 12:21,Business,Emeryville,San Francisco,9.8,Miscellaneous
440,6/14/2016 16:09,6/14/2016 16:39,Business,San Francisco,Emeryville,11.6,Meeting
441,6/14/2016 17:15,6/14/2016 17:24,Business,Emeryville,Oakland,5.1,Meeting
442,6/14/2016 17:27,6/14/2016 17:57,Business,Downtown,Bay Farm Island,9.3,Errand/Supplies
443,6/15/2016 1:46,6/15/2016 2:06,Business,Kenner,New Orleans,12.4,Between Offices
444,6/15/2016 15:26,6/15/2016 15:34,Business,CBD,Lower Garden District,1.9,Between Offices
445,6/15/2016 16:37,6/15/2016 17:02,Business,Lower Garden District,Lakeview,6.4,Customer Visit
446,6/15/2016 17:29,6/15/2016 17:49,Personal,Lakeview,Storyville,5.5,Miscellaneous
447,6/15/2016 19:52,6/15/2016 19:58,Business,Storyville,Faubourg Marigny,1.5,Meal/Entertain
448,6/16/2016 13:36,6/16/2016 14:30,Business,New Orleans,Metairie,14.5,Miscellaneous
449,6/16/2016 14:42,6/16/2016 14:46,Business,Metairie,Kenner,2.7,Miscellaneous
450,6/16/2016 15:17,6/16/2016 15:41,Business,Kenner,New Orleans,15,Miscellaneous
451,6/16/2016 19:39,6/16/2016 19:56,Business,New Orleans,Kenner,12.9,Miscellaneous
452,6/16/2016 21:43,6/16/2016 21:56,Business,Kenner,New Orleans,13.6,Miscellaneous
453,6/17/2016 16:11,6/17/2016 16:44,Business,New Orleans,Kenner,12.2,Miscellaneous
454,6/18/2016 0:29,6/18/2016 0:51,Business,Morrisville,Cary,8.7,Miscellaneous
455,6/19/2016 2:39,6/19/2016 2:50,Business,Cary,Raleigh,6,Miscellaneous
456,6/19/2016 5:51,6/19/2016 6:00,Business,Raleigh,Cary,5.9,Miscellaneous
457,6/21/2016 15:39,6/21/2016 16:08,Business,Cary,Raleigh,19.3,Miscellaneous
458,6/21/2016 17:11,6/21/2016 18:02,Business,Raleigh,Cary,16.6,Meal/Entertain
459,6/24/2016 10:41,6/24/2016 10:57,Business,Whitebridge,Waverly Place,7.1,Meal/Entertain
460,6/24/2016 11:54,6/24/2016 12:01,Business,Waverly Place,Macgregor Downs,2.1,Meal/Entertain
461,6/24/2016 12:19,6/24/2016 12:37,Business,Cary,Raleigh,8.6,Errand/Supplies
462,6/24/2016 12:50,6/24/2016 13:12,Business,Raleigh,Morrisville,9,Errand/Supplies
463,6/24/2016 13:18,6/24/2016 13:27,Business,Morrisville,Cary,3.1,Errand/Supplies
464,6/24/2016 14:01,6/24/2016 14:20,Business,Cary,Morrisville,8.4,Temporary Site
465,6/24/2016 20:44,6/24/2016 21:02,Business,Kenner,New Orleans,12.8,Miscellaneous
466,6/25/2016 9:03,6/25/2016 9:12,Business,CBD,Bywater,4.5,Miscellaneous
467,6/25/2016 9:15,6/25/2016 10:08,Business,New Orleans,Chalmette,11.8,Between Offices
468,6/25/2016 10:18,6/25/2016 10:25,Business,Chalmette,Arabi,1.1,Errand/Supplies
469,6/25/2016 10:50,6/25/2016 11:18,Business,Arabi,Metairie,17,Meal/Entertain
